"HostName","CPUUsage","RAMUsage","Disk1Usage","Disk2Usage","Disk3Usage","PowerOnFailureTime","ShutdownFailureTime","OverallStatus","FailedPercentage","HighLoadPercentage","CriticalErrorPercentage","TotalActiveSessions","TotalUpdatesInstalled","TotalCriticalLogs","TotalErrorLogs","TotalHostsShutdownFailed","BootTime","InventoryDatestamp"
"localhost","1","24,55","78.96 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-09 16:54:42",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-09 16:54:42",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","21","24,77","78.96 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","18","24,77","78.96 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-09 16:59:38",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-09 16:59:38",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","9","24,88","78.96 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","6","24,86","78.96 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-09 17:03:51",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-09 17:03:51",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","3","25","78.96 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","3","24,99","78.96 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-09 17:12:29",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-09 17:12:29",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","6","25,08","78.96 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","9","25,08","78.96 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-09 17:26:27",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-09 17:26:27",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","8","25,16","78.96 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","12","25,21","78.96 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-09 17:27:41",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-09 17:27:41",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","12","25,27","78.96 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","1","25,27","78.96 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-09 17:30:26",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-09 17:30:26",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","8","25,32","78.96 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","4","25,27","78.96 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-09 17:32:07",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-09 17:32:07",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","1","25,08","78.96 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","7","25,07","78.96 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-09 17:36:43",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-09 17:36:43",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","15","24,88","78.96 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","9","24,86","78.96 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-09 17:51:43",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-09 17:51:43",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","18","25,32","78.98 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","8","25,32","78.98 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-09 20:04:05",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-09 20:04:05",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","8","25,41","78.98 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","9","25,43","78.98 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-09 20:10:03",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-09 20:10:03",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","2","25,32","78.98 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","5","25,3","78.98 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-09 20:30:48",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-09 20:30:48",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","9","25,27","78.98 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","5","25,27","78.98 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-09 20:33:23",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-09 20:33:23",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","8","25,3","78.98 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","14","25,32","78.98 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-09 20:45:53",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-09 20:45:53",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","2","25,43","78.98 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","0","25,45","78.98 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-09 20:53:58",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-09 20:53:58",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","1","25,59","78.98 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","5","25,59","78.98 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-09 21:07:29",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-09 21:07:29",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","11","25,68","78.98 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","6","25,7","78.98 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-09 21:08:42",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-09 21:08:42",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","3","25,79","78.98 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","1","25,79","78.98 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-09 21:13:24",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-09 21:13:24",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","15","25,7","78.98 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","23","25,7","78.98 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-09 21:17:35",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-09 21:17:35",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","11","25,76","78.98 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","11","25,75","78.98 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-09 21:23:07",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-09 21:23:07",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","11","25,87","78.98 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","15","25,87","78.98 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-09 21:40:35",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-09 21:40:35",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","6","26,01","78.98 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","8","26","78.98 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-09 21:51:53",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-09 21:51:53",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","3","25,92","78.98 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","4","25,94","78.98 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-09 21:56:02",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-09 21:56:02",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","7","26,01","78.98 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","14","26,01","78.98 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-09 21:58:22",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-09 21:58:22",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","16","26,06","78.98 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","10","26,08","78.98 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-09 21:59:35",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-09 21:59:35",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","1","26,05","78.98 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","6","26,05","78.98 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-09 22:00:43",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-09 22:00:43",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","6","26,03","78.98 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","6","26,01","78.98 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-09 22:01:58",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-09 22:01:58",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","7","25,04","78.98 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","7","25,02","78.98 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-10 00:33:05",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-10 00:33:05",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","3","25,05","78.98 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","1","25,05","78.98 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-10 00:36:46",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-10 00:36:46",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","8","25,18","78.98 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","5","25,19","78.98 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-10 00:55:39",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-10 00:55:39",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","2","25,34","78.98 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","15","25,35","78.98 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-10 01:12:37",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-10 01:12:37",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","12","25,45","78.98 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","3","25,48","78.98 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-10 01:14:44",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-10 01:14:44",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","19","25,43","78.98 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","0","25,41","78.98 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-10 01:19:50",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-10 01:19:50",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","0","25,38","78.98 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","2","25,37","78.98 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-10 01:23:54",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-10 01:23:54",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","41","26,16","78.98 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","1","26,14","78.98 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-10 02:11:45",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-10 02:11:45",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","1","25,98","78.97 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","0","25,98","78.97 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-10 02:24:17",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-10 02:24:17",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","6","26,99","78.97 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","13","26,99","78.97 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-10 02:26:44",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-10 02:26:44",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","12","26,47","78.98 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","11","26,49","78.98 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-10 02:40:22",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-10 02:40:22",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","4","26,58","78.98 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","2","26,6","78.98 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-10 02:42:24",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-10 02:42:24",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","7","26,47","79 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","8","26,47","79 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-10 03:04:00",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-10 03:04:00",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","2","26,43","79 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","1","26,43","79 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-10 03:05:59",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-10 03:05:59",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","19","24,36","78.99 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","8","24,26","78.99 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-10 05:46:12",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-10 05:46:12",,"Partial Failures","50","0","0","2","0","0","0","0",,
"N7RCWS",,,,,,,,"Success","0","0","0","2","0","0","0","0",,
"localhost",,,,,,,,"Success","0","0","0","2","0","0","0","0",,
"N7RCWS",,,,,,,,"Success","0","0","0","2","0","0","0","0",,
"localhost",,,,,,,,"Success","0","0","0","2","0","0","0","0",,
"n7rcws",,,,,,"2024-11-10 10:10:48",,"Partial Failures","75","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-10 10:10:48",,"Partial Failures","75","0","0","2","0","0","0","0",,
"localhost","14","24,58","79 %","0.09 %","39.83 %",,,"Partial Failures","75","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-10 10:10:48",,"Partial Failures","75","0","0","2","0","0","0","0",,
"n7rcws",,,,,,"2024-11-10 11:43:27",,"Partial Failures","75","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-10 11:43:27",,"Partial Failures","75","0","0","2","0","0","0","0",,
"localhost","3","25,78","79.03 %","0.09 %","39.83 %",,,"Partial Failures","75","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-10 11:43:27",,"Partial Failures","75","0","0","2","0","0","0","0",,
"n7rcws",,,,,,"2024-11-10 11:44:34",,"Partial Failures","75","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-10 11:44:34",,"Partial Failures","75","0","0","2","0","0","0","0",,
"localhost","10","25,92","79.03 %","0.09 %","39.83 %",,,"Partial Failures","75","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-10 11:44:34",,"Partial Failures","75","0","0","2","0","0","0","0",,
"n7rcws",,,,,,"2024-11-10 11:46:01",,"Partial Failures","75","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-10 11:46:01",,"Partial Failures","75","0","0","2","0","0","0","0",,
"localhost","14","25,94","79.03 %","0.09 %","39.83 %",,,"Partial Failures","75","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-10 11:46:01",,"Partial Failures","75","0","0","2","0","0","0","0",,
"n7rcws",,,,,,"2024-11-10 11:49:05",,"Partial Failures","75","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-10 11:49:05",,"Partial Failures","75","0","0","2","0","0","0","0",,
"localhost","4","25,83","79.03 %","0.09 %","39.83 %",,,"Partial Failures","75","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-10 11:49:05",,"Partial Failures","75","0","0","2","0","0","0","0",,
"n7rcws",,,,,,"2024-11-10 11:51:08",,"Partial Failures","75","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-10 11:51:08",,"Partial Failures","75","0","0","2","0","0","0","0",,
"localhost","6","25,81","79.03 %","0.09 %","39.83 %",,,"Partial Failures","75","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-10 11:51:08",,"Partial Failures","75","0","0","2","0","0","0","0",,
"n7rcws",,,,,,"2024-11-10 11:53:10",,"Partial Failures","75","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-10 11:53:10",,"Partial Failures","75","0","0","2","0","0","0","0",,
"localhost","10","25,9","79.03 %","0.09 %","39.83 %",,,"Partial Failures","75","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-10 11:53:10",,"Partial Failures","75","0","0","2","0","0","0","0",,
"n7rcws",,,,,,"2024-11-10 11:54:17",,"Partial Failures","75","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-10 11:54:17",,"Partial Failures","75","0","0","2","0","0","0","0",,
"localhost","0","25,86","79.03 %","0.09 %","39.83 %",,,"Partial Failures","75","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-10 11:54:17",,"Partial Failures","75","0","0","2","0","0","0","0",,
"n7rcws",,,,,,"2024-11-10 11:58:00",,"Partial Failures","75","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-10 11:58:00",,"Partial Failures","75","0","0","2","0","0","0","0",,
"localhost","6","25,89","79.03 %","0.09 %","39.83 %",,,"Partial Failures","75","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-10 11:58:00",,"Partial Failures","75","0","0","2","0","0","0","0",,
"n7rcws",,,,,,"2024-11-10 11:59:28",,"Partial Failures","75","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-10 11:59:28",,"Partial Failures","75","0","0","2","0","0","0","0",,
"localhost","15","25,9","79.03 %","0.09 %","39.83 %",,,"Partial Failures","75","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-10 11:59:28",,"Partial Failures","75","0","0","2","0","0","0","0",,
"n7rcws",,,,,,"2024-11-10 12:00:52",,"Partial Failures","75","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-10 12:00:52",,"Partial Failures","75","0","0","2","0","0","0","0",,
"localhost","3","25,87","79.03 %","0.09 %","39.83 %",,,"Partial Failures","75","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-10 12:00:52",,"Partial Failures","75","0","0","2","0","0","0","0",,
"n7rcws",,,,,,"2024-11-10 12:02:03",,"Partial Failures","75","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-10 12:02:03",,"Partial Failures","75","0","0","2","0","0","0","0",,
"localhost","3","25,92","79.03 %","0.09 %","39.83 %",,,"Partial Failures","75","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-10 12:02:03",,"Partial Failures","75","0","0","2","0","0","0","0",,
"n7rcws",,,,,,"2024-11-10 12:03:37",,"Partial Failures","75","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-10 12:03:37",,"Partial Failures","75","0","0","2","0","0","0","0",,
"localhost","11","25,97","79.03 %","0.09 %","39.83 %",,,"Partial Failures","75","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-10 12:03:37",,"Partial Failures","75","0","0","2","0","0","0","0",,
"n7rcws",,,,,,"2024-11-10 12:04:51",,"Partial Failures","75","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-10 12:04:51",,"Partial Failures","75","0","0","2","0","0","0","0",,
"localhost","20","25,97","79.03 %","0.09 %","39.83 %",,,"Partial Failures","75","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-10 12:04:51",,"Partial Failures","75","0","0","2","0","0","0","0",,
"n7rcws",,,,,,"2024-11-10 12:06:16",,"Partial Failures","75","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-10 12:06:16",,"Partial Failures","75","0","0","2","0","0","0","0",,
"localhost","0","25,92","79.03 %","0.09 %","39.83 %",,,"Partial Failures","75","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-10 12:06:16",,"Partial Failures","75","0","0","2","0","0","0","0",,
"n7rcws",,,,,,"2024-11-10 12:07:21",,"Partial Failures","75","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-10 12:07:21",,"Partial Failures","75","0","0","2","0","0","0","0",,
"localhost","2","26,05","79.03 %","0.09 %","39.83 %",,,"Partial Failures","75","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-10 12:07:21",,"Partial Failures","75","0","0","2","0","0","0","0",,
"n7rcws",,,,,,"2024-11-10 12:08:36",,"Partial Failures","75","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-10 12:08:36",,"Partial Failures","75","0","0","2","0","0","0","0",,
"localhost","0","25,94","79.03 %","0.09 %","39.83 %",,,"Partial Failures","75","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-10 12:08:36",,"Partial Failures","75","0","0","2","0","0","0","0",,
"n7rcws",,,,,,"2024-11-10 12:10:08",,"Partial Failures","75","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-10 12:10:08",,"Partial Failures","75","0","0","2","0","0","0","0",,
"localhost","7","26","79.03 %","0.09 %","39.83 %",,,"Partial Failures","75","0","0","2","0","0","0","0",,
